States,Rainfall,Ground Water,Temperature,Soil type,Season,Crop
Manipur,148.8,4,30.5,Sandy,Rabi,Black Gram
Manipur,148.8,4,30,Sandy,Rabi,Black Gram
Manipur,148.8,4,22.5,Clayey,Kharif,Cotton CNH012
Manipur,148.8,4,23,Clayey,Kharif,Cotton CICR-3 (CISA 614)
Manipur,148.8,4,22.5,Black,Kharif,Cardamom
Manipur,148.8,4,23,Clayey,Kharif,Cardamom
Manipur,148.8,4,22.5,Latterite,Kharif,Cardamom
Manipur,148.8,4,28.5,Alluvial,Rabi,Banana
Manipur,148.8,4,29,Black,Rabi,Banana
Manipur,148.8,4,28.5,Clayey,Rabi,Banana
Meghalaya,117.5,4,30,Alluvial,Kharif,Rice
Meghalaya,117.5,4,30,Clayey,Kharif,Rice
Meghalaya,117.5,4,22.5,Alluvial,All Season,Oilseed
Meghalaya,117.5,4,22.5,Black,All Season,Oilseed
Meghalaya,117.5,4,22.5,Clayey,All Season,Oilseed
Meghalaya,117.5,4,26.5,Clayey,All Season,Cocoa
Meghalaya,117.5,4,26.5,Sandy,All Season,Cocoa
Meghalaya,117.5,4,30,Alluvial,Kharif,Jute
Meghalaya,117.5,4,30,Clayey,Kharif,Jute
Meghalaya,117.5,4,30,Sandy,Kharif,Jute
Meghalaya,117.5,4,15,Clayey,Rabi,Flax
Meghalaya,117.5,4,30,Black,Kharif,Clove
Meghalaya,117.5,4,30.5,Clayey,Kharif,Clove
Meghalaya,117.5,4,30,Latterite,Kharif,Clove
Meghalaya,117.5,4,27.5,Clayey,Rabi,Black Pepper
Meghalaya,117.5,4,27.5,Latterite,Rabi,Black Pepper
Meghalaya,117.5,4,27.5,Red,Rabi,Black Pepper
Meghalaya,117.5,4,27.5,Sandy,Rabi,Black Pepper
Meghalaya,117.5,4,22.5,Black,Kharif,Cardamom
Meghalaya,117.5,4,22.5,Clayey,Kharif,Cardamom
Meghalaya,117.5,4,22.5,Latterite,Kharif,Cardamom
Meghalaya,117.5,4,25,Clayey,Kharif,Turmeric
Meghalaya,117.5,4,25.5,Sandy,Kharif,Turmeric
Meghalaya,117.5,4,28.5,Alluvial,Rabi,Banana
Meghalaya,117.5,4,28.5,Black,Rabi,Banana
Meghalaya,117.5,4,28.5,Clayey,Rabi,Banana
Mizoram,257,8,25,Clayey,Kharif,Turmeric
Mizoram,257,8,25.5,Sandy,Kharif,Turmeric
Mizoram,257,8,31.5,Clayey,Kharif,Dry Ginger
Mizoram,257,8,31.5,Red,Kharif,Dry Ginger
Mizoram,257,8,31.5,Sandy,Kharif,Dry Ginger
Mizoram,257,8,28.5,Clayey,Rabi,Sunflower
Mizoram,257,8,28.5,Sandy,Rabi,Sunflower
Mizoram,257,8,22,Alluvial,All Season,Tomato
Mizoram,257,8,22,Clayey,All Season,Tomato
Mizoram,257,8,22,Sandy,All Season,Tomato
Mizoram,257,8,31,Red,Kharif,Cowpea
Mizoram,257,8,31,Sandy,Kharif,Cowpea
Nagaland,215,18.1,25,Alluvial,Kharif,Tea
Nagaland,215,18.1,25.5,Latterite,Kharif,Tea
Nagaland,215,18.1,30,Black,Kharif,Clove
Nagaland,215,18.1,30.5,Clayey,Kharif,Clove
Nagaland,215,18.1,30,Latterite,Kharif,Clove
Nagaland,215,18.1,27.5,Clayey,Rabi,Black Pepper
Nagaland,215,18.1,27.5,Latterite,Rabi,Black Pepper
Nagaland,215,18.1,27.5,Red,Rabi,Black Pepper
Nagaland,215,18.1,27.5,Sandy,Rabi,Black Pepper
Nagaland,215,18.1,22.5,Black,Kharif,Cardamom
Nagaland,215,18.1,22.5,Clayey,Kharif,Cardamom
Nagaland,215,18.1,22.5,Latterite,Kharif,Cardamom
Nagaland,215,18.1,25,Latterite,Rabi,Cashewnut
Nagaland,215,18.1,25.5,Red,Rabi,Cashewnut
Nagaland,215,18.1,25,Sandy,Rabi,Cashewnut
Nagaland,215,18.1,23.5,Alluvial,Kharif,Millet Nandi-65 (MH-1549)
Nagaland,215,18.1,23.5,Clayey,Kharif,Maize PMH 5 (JH 3110)
Nagaland,215,18.1,23.5,Clayey,Kharif,Maize PMH 5 (JH 3110)
Odisha,215,5,27.5,Clayey,Rabi,Black Pepper
Odisha,215,5,27.5,Latterite,Rabi,Black Pepper
Odisha,215,5,27.5,Red,Rabi,Black Pepper
Odisha,215,5,27.5,Sandy,Rabi,Black Pepper
Odisha,215,5,25,Latterite,Rabi,Cashewnut
Odisha,215,5,25,Red,Rabi,Cashewnut
Odisha,215,5,25,Sandy,Rabi,Cashewnut
Odisha,215,5,31.5,Clayey,Kharif,Dry Ginger
Odisha,215,5,31.5,Red,Kharif,Dry Ginger
Odisha,215,5,31.5,Sandy,Kharif,Dry Ginger
Odisha,215,5,27,Black,Rabi,Horse Gram
Odisha,215,5,27,Clayey,Rabi,Horse Gram
Odisha,215,5,27,Red,Rabi,Horse Gram
Odisha,215,5,27.5,Red,Kharif,Ragi
Odisha,215,5,28,Sandy,Kharif,Ragi
Odisha,215,5,24,Clayey,Kharif,Masoor
Odisha,215,5,24,Red,Kharif,Masoor
Odisha,215,5,24,Sandy,Kharif,Masoor
Odisha,215,5,31,Alluvial,Kharif,Cowpea
Odisha,215,5,30,Black,Kharif,Bajra
Odisha,215,5,30.5,Sandy,Kharif,Bajra
Odisha,215,5,22,Clayey,Kharif,Maize MCH 36 (Hybrid) (DKC 9099)
Odisha,215,5,22,Sandy,Kharif,Maize MCH 36 (Hybrid) (DKC 9099)
Odisha,215,5,18.5,Clayey,Rabi,Wheat MPO(JW) 1215 (MPO 1215)
Punjab,60,8.9,30,Black,Kharif,Bajra
Punjab,60,8.9,30.5,Sandy,Kharif,Bajra
Punjab,60,8.9,30,Alluvial,Kharif,Jute
Punjab,60,8.9,30,Clayey,Kharif,Jute
Punjab,60,8.9,30,Sandy,Kharif,Jute
Punjab,60,8.9,27.5,Clayey,Rabi,Black Pepper
Punjab,60,8.9,27.5,Latterite,Rabi,Black Pepper
Punjab,60,8.9,27.5,Red,Rabi,Black Pepper
Punjab,60,8.9,27.5,Sandy,Rabi,Black Pepper
Punjab,60,8.9,30,Black,Kharif,Urad
Punjab,60,8.9,30.5,Sandy,Kharif,Urad
Punjab,60,8.9,32.5,Sandy,Kharif,Arhar
Punjab,60,8.9,28.5,Clayey,Rabi,Sunflower
Punjab,60,8.9,28.5,Sandy,Rabi,Sunflower
Punjab,60,8.9,23,Sandy,Kharif,Castor Seed
Punjab,60,8.9,23,Clayey,Kharif,Castor Seed
Punjab,60,8.9,27.5,Red,Kharif,Ragi
Punjab,60,8.9,28,Sandy,Kharif,Ragi
Punjab,60,8.9,24,Clayey,Kharif,Masoor
Punjab,60,8.9,24,Red,Kharif,Masoor
Punjab,60,8.9,24,Sandy,Kharif,Masoor
Punjab,60,8.9,28,Sandy,Rabi,Sesame
Punjab,60,8.9,31,Alluvial,Kharif,Cowpea
Punjab,60,8.9,30,Black,Rabi,Black Gram
Punjab,60,8.9,30,Sandy,Rabi,Black Gram
Punjab,60,8.9,30,Sandy,Rabi,Black Gram
Punjab,60,8.9,21,Clayey,Kharif,Maize HSC1
Punjab,60,8.9,21,Sandy,Kharif,Maize HSC1
Punjab,60,8.9,21.5,Clayey,Kharif,Maize HQPM-4
Punjab,60,8.9,21.5,Sandy,Kharif,Maize HQPM-4
Punjab,60,8.9,28.5,Alluvial,Kharif,Millet 86M64 (MSH 203) (Hybrid)
Punjab,60,8.9,28.5,Sandy,Kharif,Millet 86M64 (MSH 203) (Hybrid)
Punjab,60,8.9,29,Alluvial,Kharif,Millet MH 1540 (86M64) (Hybrid)
Punjab,60,8.9,29,Sandy,Kharif,Millet MH 1540 (86M64) (Hybrid)
Punjab,60,8.9,25,Sandy,Kharif,Groundnut Girnar - 3 (PBS 12160)
Punjab,60,8.9,20.5,Clayey,Rabi,Lentil Pant Lentil-7(Pant L-024)
Punjab,60,8.9,20.5,Sandy,Rabi,Lentil Pant Lentil-7(Pant L-024)
Punjab,60,8.9,27.5,Clayey,Kharif,Sugarcane Karan 6 (Co 0239)
Punjab,60,8.9,27.5,Sandy,Kharif,Sugarcane Karan 6 (Co 0239)
Punjab,60,8.9,30,Alluvial,Kharif,Rice
Rajasthan,48.8,32,30,Clayey,Kharif,Rice
Rajasthan,48.8,32,22.5,Alluvial,All Season,Oilseed
Rajasthan,48.8,32,22.5,Black,All Season,Oilseed
Rajasthan,48.8,32,22.5,Clayey,All Season,Oilseed
Rajasthan,48.8,32,25,Alluvial,Kharif,Tea
Rajasthan,48.8,32,25,Latterite,Kharif,Tea
Rajasthan,48.8,32,30,Alluvial,Kharif,Jute
Rajasthan,48.8,32,30,Clayey,Kharif,Jute
Rajasthan,48.8,32,30,Sandy,Kharif,Jute
Rajasthan,48.8,32,20.5,Alluvial,Rabi,Onion
Rajasthan,48.8,32,20.5,Clayey,Rabi,Onion
Rajasthan,48.8,32,20.5,Sandy,Rabi,Onion
Rajasthan,48.8,32,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11)
Rajasthan,48.8,32,30.5,Clayey,Kharif,Paddy (CNI 383-5-11)
Rajasthan,48.8,32,31,Alluvial,Kharif,Paddy IGKVR-1 (IET 19569)
Rajasthan,48.8,32,31,Clayey,Kharif,Paddy IGKVR-1 (IET 19569)
Rajasthan,48.8,32,27.5,Alluvial,Kharif,Millet Nandi-65 (MH-1549)
Rajasthan,48.8,32,27.5,Sandy,Kharif,Millet Nandi-65 (MH-1549)
Rajasthan,48.8,32,28,Alluvial,Kharif,Millet Nandi-61 (MH-1548)
Rajasthan,48.8,32,25,Clayey,Rabi,Pulses
Rajasthan,48.8,32,28.5,Clayey,Kharif,Sugarcane Co-0218
Rajasthan,48.8,32,28.5,Sandy,Kharif,Sugarcane Co-0218
Sikkim,299.5,50,30,Black,Kharif,Bajra
Sikkim,299.5,50,30,Sandy,Kharif,Bajra
Sikkim,299.5,50,22.5,Alluvial,All Season,Oilseed
Sikkim,299.5,50,22.5,Black,All Season,Oilseed
Sikkim,299.5,50,22.5,Clayey,All Season,Oilseed
Sikkim,299.5,50,30,Black,Kharif,Clove
Sikkim,299.5,50,30,Clayey,Kharif,Clove
Sikkim,299.5,50,30,Black,Kharif,Clove
Sikkim,299.5,50,30,Clayey,Kharif,Clove
Sikkim,299.5,50,30,Latterite,Kharif,Clove
Sikkim,299.5,50,22.5,Black,Kharif,Cardamom
Sikkim,299.5,50,22.5,Clayey,Kharif,Cardamom
Sikkim,299.5,50,22.5,Latterite,Kharif,Cardamom
Sikkim,299.5,50,30,Black,Kharif,Urad
Sikkim,299.5,50,30,Sandy,Kharif,Urad
Sikkim,299.5,50,27,Black,Rabi,Horse Gram
Sikkim,299.5,50,27,Clayey,Rabi,Horse Gram
Sikkim,299.5,50,27,Red,Rabi,Horse Gram
Sikkim,299.5,50,30,Black,Rabi,Black Gram
Sikkim,299.5,50,30,Sandy,Rabi,Black Gram
Sikkim,299.5,50,30,Sandy,Rabi,Black Gram
Sikkim,299.5,50,22.5,Clayey,Kharif,Cotton CNH012
Tamil Nadu,145,16.67,30,Alluvial,Kharif,Rice
Tamil Nadu,145,16.67,30,Clayey,Kharif,Rice
Tamil Nadu,145,16.67,22.5,Alluvial,All Season,Oilseed
Tamil Nadu,145,16.67,22.5,Black,All Season,Oilseed
Tamil Nadu,145,16.67,22.5,Clayey,All Season,Oilseed
Tamil Nadu,145,16.67,30,Alluvial,Kharif,Jute
Tamil Nadu,145,16.67,30,Clayey,Kharif,Jute
Tamil Nadu,145,16.67,30,Sandy,Kharif,Jute
Tamil Nadu,145,16.67,15,Clayey,Rabi,Flax
Tamil Nadu,145,16.67,30,Black,Kharif,Clove
Tamil Nadu,145,16.67,30,Clayey,Kharif,Clove
Tamil Nadu,145,16.67,30,Latterite,Kharif,Clove
Tamil Nadu,145,16.67,27.5,Clayey,Rabi,Black Pepper
Tamil Nadu,145,16.67,27.5,Latterite,Rabi,Black Pepper
Tamil Nadu,145,16.67,27.5,Red,Rabi,Black Pepper
Tamil Nadu,145,16.67,27.5,Sandy,Rabi,Black Pepper
Tamil Nadu,145,16.67,22.5,Black,Kharif,Cardamom
Tamil Nadu,145,16.67,22.5,Clayey,Kharif,Cardamom
Tamil Nadu,145,16.67,22.5,Latterite,Kharif,Cardamom
Tamil Nadu,145,16.67,25,Clayey,Kharif,Turmeric
Tamil Nadu,145,16.67,25,Sandy,Kharif,Turmeric
Tamil Nadu,145,16.67,28.5,Alluvial,Rabi,Banana
Tamil Nadu,145,16.67,28.5,Black,Rabi,Banana
Tamil Nadu,145,16.67,28.5,Clayey,Rabi,Banana
Tamil Nadu,145,16.67,24,Clayey,Kharif,Masoor
Tamil Nadu,145,16.67,24,Red,Kharif,Masoor
Tamil Nadu,145,16.67,24,Sandy,Kharif,Masoor
Telangana,87.5,8,30,Alluvial,Kharif,Rice
Telangana,87.5,8,30,Clayey,Kharif,Rice
Telangana,87.5,8,21.5,Clayey,Kharif,Maize HQPM-4
Telangana,87.5,8,21.5,Sandy,Kharif,Maize HQPM-4
Telangana,87.5,8,29.5,Clayey,Kharif,Jowar
Telangana,87.5,8,28,Sandy,Rabi,Sesame
Telangana,87.5,8,23,Sandy,Kharif,Castor Seed
Telangana,87.5,8,23,Clayey,Kharif,Castor Seed
Telangana,87.5,8,25,Sandy,Kharif,Groundnut Girnar - 3 (PBS 12160)
Telangana,87.5,8,30,Black,Rabi,Black Gram
Telangana,87.5,8,30,Sandy,Rabi,Black Gram
Telangana,87.5,8,30,Sandy,Rabi,Black Gram
Tripura,238.5,6.7,25,Alluvial,Kharif,Tea
Tripura,238.5,6.7,25,Latterite,Kharif,Tea
Tripura,238.5,6.7,30,Black,Kharif,Clove
Tripura,238.5,6.7,30,Clayey,Kharif,Clove
Tripura,238.5,6.7,30,Latterite,Kharif,Clove
Tripura,238.5,6.7,27.5,Clayey,Rabi,Black Pepper
Tripura,238.5,6.7,27.5,Latterite,Rabi,Black Pepper
Tripura,238.5,6.7,27.5,Red,Rabi,Black Pepper
Tripura,238.5,6.7,27.5,Sandy,Rabi,Black Pepper
Tripura,238.5,6.7,22.5,Black,Kharif,Cardamom
Tripura,238.5,6.7,22.5,Clayey,Kharif,Cardamom
Tripura,238.5,6.7,22.5,Latterite,Kharif,Cardamom
Tripura,238.5,6.7,25,Latterite,Rabi,Cashewnut
Tripura,238.5,6.7,25,Red,Rabi,Cashewnut
Tripura,238.5,6.7,25,Sandy,Rabi,Cashewnut
Tripura,238.5,6.7,27.5,Clayey,Kharif,Sugarcane Karan 6 (Co 0239)
Tripura,238.5,6.7,27.5,Sandy,Kharif,Sugarcane Karan 6 (Co 0239)
Tripura,238.5,6.7,30,Alluvial,Kharif,Rice
Tripura,238.5,6.7,30,Clayey,Kharif,Rice
Uttar Pradesh,134.65,6,27.5,Latterite,Rabi,Black Pepper
Uttar Pradesh,134.65,6,27.5,Clayey,Rabi,Black Pepper
Uttar Pradesh,134.65,6,27.5,Red,Rabi,Black Pepper
Uttar Pradesh,134.65,6,27.5,Sandy,Rabi,Black Pepper
Uttar Pradesh,134.65,6,25,Latterite,Rabi,Cashewnut
Uttar Pradesh,134.65,6,25,Red,Rabi,Cashewnut
Uttar Pradesh,134.65,6,25,Sandy,Rabi,Cashewnut
Uttar Pradesh,134.65,6,27,Black,Rabi,Horse Gram
Uttar Pradesh,134.65,6,27,Clayey,Rabi,Horse Gram
Uttar Pradesh,134.65,6,27,Red,Rabi,Horse Gram
Uttar Pradesh,134.65,6,31.5,Clayey,Kharif,Dry Ginger
Uttar Pradesh,134.65,6,31.5,Red,Kharif,Dry Ginger
Uttar Pradesh,134.65,6,31.5,Sandy,Kharif,Dry Ginger
Uttar Pradesh,134.65,6,27.5,Red,Kharif,Ragi
Uttar Pradesh,134.65,6,27.5,Sandy,Kharif,Ragi
Uttar Pradesh,134.65,6,24,Clayey,Kharif,Masoor
Uttar Pradesh,134.65,6,24,Red,Kharif,Masoor
Uttar Pradesh,134.65,6,24,Sandy,Kharif,Masoor
Uttar Pradesh,134.65,6,30,Alluvial,Kharif,Rice
Uttar Pradesh,134.65,6,30,Clayey,Kharif,Rice
Uttar Pradesh,134.65,6,21.5,Clayey,Kharif,Maize HQPM-4
Uttar Pradesh,134.65,6,21.5,Sandy,Kharif,Maize HQPM-4
Uttar Pradesh,134.65,6,27.5,Alluvial,Kharif,Millet Nandi-65 (MH-1549)
Uttar Pradesh,134.65,6,27.5,Sandy,Kharif,Millet Nandi-65 (MH-1549)
Uttar Pradesh,134.65,6,30,Clayey,Zaid,Moong
Uttar Pradesh,134.65,6,30,Sandy,Zaid,Moong
Uttar Pradesh,134.65,6,-8.5,Clayey,Rabi,Wheat PDW 314
Uttar Pradesh,134.65,6,30,Black,Rabi,Black Gram
Uttar Pradesh,134.65,6,30,Sandy,Rabi,Black Gram
Uttar Pradesh,134.65,6,28.5,Clayey,Kharif,Sugarcane Co-0218
Uttar Pradesh,134.65,6,28.5,Sandy,Kharif,Sugarcane Co-0218
Uttarakhand,164.5,7.5,30,Black,Kharif,Bajra
Uttarakhand,164.5,7.5,30,Sandy,Kharif,Bajra
Uttarakhand,164.5,7.5,21.5,Sandy,Kharif,Coffee
Uttarakhand,164.5,7.5,26.5,Clayey,All Season,Cocoa
Uttarakhand,164.5,7.5,26.5,Sandy,All Season,Cocoa
Uttarakhand,164.5,7.5,27.5,Latterite,Rabi,Black Pepper
Uttarakhand,164.5,7.5,27.5,Red,Rabi,Black Pepper
Uttarakhand,164.5,7.5,27.5,Clayey,Rabi,Black Pepper
Uttarakhand,164.5,7.5,27.5,Sandy,Rabi,Black Pepper
Uttarakhand,164.5,7.5,30,Alluvial,Kharif,Jute
Uttarakhand,164.5,7.5,30,Clayey,Kharif,Jute
Uttarakhand,164.5,7.5,30,Sandy,Kharif,Jute
Uttarakhand,164.5,7.5,25,Latterite,Rabi,Cashewnut
Uttarakhand,164.5,7.5,25,Red,Rabi,Cashewnut
Uttarakhand,164.5,7.5,25,Sandy,Rabi,Cashewnut
Uttarakhand,164.5,7.5,31.5,Clayey,Kharif,Dry Ginger
Uttarakhand,164.5,7.5,31.5,Red,Kharif,Dry Ginger
Uttarakhand,164.5,7.5,31.5,Sandy,Kharif,Dry Ginger
Uttarakhand,164.5,7.5,37.5,Sandy,All Season,Sweet potato
Uttarakhand,164.5,7.5,30,Clayey,Zaid,Moong
Uttarakhand,164.5,7.5,30,Sandy,Zaid,Moong
Uttarakhand,164.5,7.5,29.5,Clayey,Kharif,Jowar
West Bengal,250,9,30,Alluvial,Kharif,Rice
West Bengal,250,9,30,Clayey,Kharif,Rice
West Bengal,250,9,22.5,Alluvial,All Season,Oilseed
West Bengal,250,9,22.5,Black,All Season,Oilseed
West Bengal,250,9,22.5,Clayey,All Season,Oilseed
West Bengal,250,9,25,Alluvial,Kharif,Tea
West Bengal,250,9,25,Latterite,Kharif,Tea
West Bengal,250,9,30,Alluvial,Kharif,Jute
West Bengal,250,9,30,Clayey,Kharif,Jute
West Bengal,250,9,30,Sandy,Kharif,Jute
West Bengal,250,9,28.5,Alluvial,Rabi,Banana
West Bengal,250,9,28.5,Black,Rabi,Banana
West Bengal,250,9,28.5,Clayey,Rabi,Banana
West Bengal,250,9,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140)
West Bengal,250,9,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140)
West Bengal,250,9,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11)
West Bengal,250,9,30.5,Clayey,Kharif,Paddy (CNI 383-5-11)
West Bengal,250,9,27.5,Alluvial,Kharif,Millet Nandi-65 (MH-1549)
West Bengal,250,9,27.5,Sandy,Kharif,Millet Nandi-65 (MH-1549)
West Bengal,250,9,28,Alluvial,Kharif,Millet Nandi-61 (MH-1548)
West Bengal,250,9,28,Sandy,Kharif,Millet Nandi-61 (MH-1548)
West Bengal,250,9,30.5,Alluvial,Kharif,Millet HHB 226 (MH 1479)
West Bengal,250,9,30.5,Sandy,Kharif,Millet HHB 226 (MH 1479)
Andaman and Nicobar Islands,277,3.5,30,Black,Kharif,Bajra
Andaman and Nicobar Islands,277,3.5,30,Sandy,Kharif,Bajra
Andaman and Nicobar Islands,277,3.5,22.5,Alluvial,All Season,Oilseed
Andaman and Nicobar Islands,277,3.5,22.5,Black,All Season,Oilseed
Andaman and Nicobar Islands,277,3.5,22.5,Clayey,All Season,Oilseed
Andaman and Nicobar Islands,277,3.5,30,Black,Kharif,Clove
Andaman and Nicobar Islands,277,3.5,30,Clayey,Kharif,Clove
Andaman and Nicobar Islands,277,3.5,30,Latterite,Kharif,Clove
Andaman and Nicobar Islands,277,3.5,22.5,Black,Kharif,Cardamom
Andaman and Nicobar Islands,277,3.5,22.5,Clayey,Kharif,Cardamom
Andaman and Nicobar Islands,277,3.5,22.5,Latterite,Kharif,Cardamom
Andaman and Nicobar Islands,277,3.5,28.5,Alluvial,Rabi,Banana
Andaman and Nicobar Islands,277,3.5,28.5,Black,Rabi,Banana
Andaman and Nicobar Islands,277,3.5,28.5,Clayey,Rabi,Banana
Andaman and Nicobar Islands,277,3.5,30,Black,Kharif,Urad
Andaman and Nicobar Islands,277,3.5,30,Sandy,Kharif,Urad
Andaman and Nicobar Islands,277,3.5,27,Black,Rabi,Horse Gram
Andaman and Nicobar Islands,277,3.5,27,Clayey,Rabi,Horse Gram
Andaman and Nicobar Islands,277,3.5,27,Red,Rabi,Horse Gram
Andaman and Nicobar Islands,277,3.5,30,Black,Rabi,Black Gram
Andaman and Nicobar Islands,277,3.5,30,Sandy,Rabi,Black Gram
Andaman and Nicobar Islands,277,3.5,30,Sandy,Rabi,Black Gram
Andaman and Nicobar Islands,277,3.5,22.5,Clayey,Kharif,Cotton CNH012
Andaman and Nicobar Islands,277,3.5,23,Clayey,Kharif,Cotton CICR-3 (CISA 614)
Dadra & Nagar Haveli and Daman & Diu,89,2,30,Alluvial,Kharif,Rice
Dadra & Nagar Haveli and Daman & Diu,89,2,30,Clayey,Kharif,Rice
Dadra & Nagar Haveli and Daman & Diu,89,2,22.5,Alluvial,All Season,Oilseed
Dadra & Nagar Haveli and Daman & Diu,89,2,22.5,Black,All Season,Oilseed
Dadra & Nagar Haveli and Daman & Diu,89,2,22.5,Clayey,All Season,Oilseed
Dadra & Nagar Haveli and Daman & Diu,89,2,25,Alluvial,Kharif,Tea
Dadra & Nagar Haveli and Daman & Diu,89,2,25,Latterite,Kharif,Tea
Dadra & Nagar Haveli and Daman & Diu,89,2,28.5,Alluvial,Rabi,Banana
Dadra & Nagar Haveli and Daman & Diu,89,2,28.5,Black,Rabi,Banana
Dadra & Nagar Haveli and Daman & Diu,89,2,28.5,Clayey,Rabi,Banana
Dadra & Nagar Haveli and Daman & Diu,89,2,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140)
Dadra & Nagar Haveli and Daman & Diu,89,2,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140)
Dadra & Nagar Haveli and Daman & Diu,89,2,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11)
Dadra & Nagar Haveli and Daman & Diu,89,2,30.5,Clayey,Kharif,Paddy (CNI 383-5-11)
Dadra & Nagar Haveli and Daman & Diu,89,2,27.5,Alluvial,Kharif,Millet Nandi-65 (MH-1549)
Dadra & Nagar Haveli and Daman & Diu,89,2,27.5,Sandy,Kharif,Millet Nandi-65 (MH-1549)
Dadra & Nagar Haveli and Daman & Diu,89,2,28,Clayey,Kharif,Millet Nandi-61 (MH-1548)
Chandigarh,105.5,28,30,Black,Kharif,Bajra
Chandigarh,105.5,28,30,Sandy,Kharif,Bajra
Chandigarh,105.5,28,22.5,Alluvial,All Season,Oilseed
Chandigarh,105.5,28,22.5,Black,All Season,Oilseed
Chandigarh,105.5,28,22.5,Clayey,All Season,Oilseed
Chandigarh,105.5,28,30,Black,Kharif,Clove
Chandigarh,105.5,28,30,Clayey,Kharif,Clove
Chandigarh,105.5,28,30,Latterite,Kharif,Clove
Chandigarh,105.5,28,30,Black,Kharif,Urad
Chandigarh,105.5,28,30,Sandy,Kharif,Urad
Chandigarh,105.5,28,27,Black,Rabi,Horse Gram
Chandigarh,105.5,28,27,Clayey,Rabi,Horse Gram
Chandigarh,105.5,28,27,Red,Rabi,Horse Gram
Chandigarh,105.5,28,33.5,Alluvial,Kharif,Paddy RC Maniphou 11 (IET 20193)
Chandigarh,105.5,28,33.5,Clayey,Kharif,Paddy RC Maniphou 11 (IET 20193)
Chandigarh,105.5,28,21,Clayey,Kharif,Maize HSC1
Chandigarh,105.5,28,21,Sandy,Kharif,Maize HSC1
Chandigarh,105.5,28,20.5,Clayey,Rabi,Wheat VL Gehun 907 (VL 907)
Delhi,90,6.7,30,Alluvial,Kharif,Rice
Delhi,90,6.7,30,Clayey,Kharif,Rice
Delhi,90,6.7,22.5,Alluvial,All Season,Oilseed
Delhi,90,6.7,22.5,Black,All Season,Oilseed
Delhi,90,6.7,22.5,Clayey,All Season,Oilseed
Delhi,90,6.7,26.5,Clayey,All Season,Cocoa
Delhi,90,6.7,26.5,Sandy,All Season,Cocoa
Delhi,90,6.7,30,Alluvial,Kharif,Jute
Delhi,90,6.7,30,Clayey,Kharif,Jute
Delhi,90,6.7,30,Sandy,Kharif,Jute
Delhi,90,6.7,15,Clayey,Rabi,Flax
Delhi,90,6.7,30,Black,Kharif,Clove
Delhi,90,6.7,30,Clayey,Kharif,Clove
Delhi,90,6.7,30,Latterite,Kharif,Clove
Delhi,90,6.7,27.5,Latterite,Rabi,Black Pepper
Delhi,90,6.7,27.5,Red,Rabi,Black Pepper
Delhi,90,6.7,27.5,Sandy,Rabi,Black Pepper
Delhi,90,6.7,27.5,Clayey,Rabi,Black Pepper
Delhi,90,6.7,22.5,Black,Kharif,Cardamom
Delhi,90,6.7,22.5,Clayey,Kharif,Cardamom
Delhi,90,6.7,22.5,Latterite,Kharif,Cardamom
Delhi,90,6.7,25,Clayey,Kharif,Turmeric
Delhi,90,6.7,25,Sandy,Kharif,Turmeric
Delhi,90,6.7,27,Black,Rabi,Horse Gram
Delhi,90,6.7,27,Clayey,Rabi,Horse Gram
Delhi,90,6.7,27,Red,Rabi,Horse Gram
Jammu and Kashmir,111.5,17,30,Alluvial,Kharif,Rice
Jammu and Kashmir,111.5,17,30,Clayey,Kharif,Rice
Jammu and Kashmir,111.5,17,18.5,Clayey,Rabi,Wheat MPO(JW) 1215 (MPO 1215)
Jammu and Kashmir,111.5,17,21.5,Clayey,Kharif,Maize HQPM-4
Jammu and Kashmir,111.5,17,21.5,Sandy,Kharif,Maize HQPM-4
Jammu and Kashmir,111.5,17,18.5,Clayey,Rabi,Barley Pusa Losar (BH- 380)
Lakshadweep,30,3.8,21.5,Sandy,Kharif,Coffee
Lakshadweep,30,3.8,26.5,Clayey,All Season,Cocoa
Lakshadweep,30,3.8,26.5,Sandy,All Season,Cocoa
Lakshadweep,30,3.8,30,Black,Kharif,Clove
Lakshadweep,30,3.8,30,Clayey,Kharif,Clove
Lakshadweep,30,3.8,30,Latterite,Kharif,Clove
Lakshadweep,30,3.8,27.5,Clayey,Rabi,Black Pepper
Lakshadweep,30,3.8,27.5,Latterite,Rabi,Black Pepper
Lakshadweep,30,3.8,27.5,Red,Rabi,Black Pepper
Lakshadweep,30,3.8,27.5,Sandy,Rabi,Black Pepper
Lakshadweep,30,3.8,22.5,Black,Kharif,Cardamom
Lakshadweep,30,3.8,22.5,Clayey,Kharif,Cardamom
Lakshadweep,30,3.8,22.5,Latterite,Kharif,Cardamom
Lakshadweep,30,3.8,28.5,Alluvial,Rabi,Banana
Lakshadweep,30,3.8,28.5,Black,Rabi,Banana
Lakshadweep,30,3.8,28.5,Clayey,Rabi,Banana
